AlertTimestamp,StoreID,ReportMonth,StoreLocation,StoreCategory,Metric,ObservedValue,Threshold,Operator,BreachAmount,Severity,RecommendedAction
2026-05-28 12:31:54,STORE-1369,2024-06-30,San Francisco,Electronics,DAU/MAU,0.1356,0.2,<,0.0644,CRITICAL,Engagement stickiness is weak.
2026-05-28 12:31:54,STORE-0298,2025-03-31,Los Angeles,Electronics,DAU/MAU,0.136,0.2,<,0.064,CRITICAL,Engagement stickiness is weak.
2026-05-28 12:31:54,STORE-0544,2025-09-30,Sacramento,Clothing,DAU/MAU,0.136,0.2,<,0.064,CRITICAL,Engagement stickiness is weak.
2026-05-28 12:31:54,STORE-0651,2024-08-31,Los Angeles,Grocery,DAU/MAU,0.136,0.2,<,0.064,CRITICAL,Engagement stickiness is weak.
2026-05-28 12:31:54,STORE-0142,2026-03-31,Sacramento,Electronics,DAU/MAU,0.1362,0.2,<,0.0638,CRITICAL,Engagement stickiness is weak.
2026-05-28 12:31:54,STORE-1392,2026-05-31,San Francisco,Grocery,DAU/MAU,0.1364,0.2,<,0.0636,CRITICAL,Engagement stickiness is weak.
2026-05-28 12:31:54,STORE-0331,2025-12-31,Palo Alto,Grocery,DAU/MAU,0.1367,0.2,<,0.0633,CRITICAL,Engagement stickiness is weak.
2026-05-28 12:31:54,STORE-0440,2025-01-31,San Francisco,Clothing,DAU/MAU,0.1369,0.2,<,0.0631,CRITICAL,Engagement stickiness is weak.
2026-05-28 12:31:54,STORE-1496,2025-01-31,Los Angeles,Grocery,DAU/MAU,0.137,0.2,<,0.063,CRITICAL,Engagement stickiness is weak.
2026-05-28 12:31:54,STORE-1048,2025-09-30,San Francisco,Clothing,DAU/MAU,0.1371,0.2,<,0.0629,CRITICAL,Engagement stickiness is weak.
2026-05-28 12:31:54,STORE-0110,2025-07-31,Sacramento,Grocery,DAU/MAU,0.1372,0.2,<,0.0628,CRITICAL,Engagement stickiness is weak.
2026-05-28 12:31:54,STORE-0344,2025-01-31,Palo Alto,Clothing,DAU/MAU,0.1373,0.2,<,0.0627,CRITICAL,Engagement stickiness is weak.
2026-05-28 12:31:54,STORE-0263,2026-04-30,Los Angeles,Grocery,DAU/MAU,0.1378,0.2,<,0.0622,CRITICAL,Engagement stickiness is weak.
2026-05-28 12:31:54,STORE-1621,2025-06-30,Los Angeles,Grocery,DAU/MAU,0.1381,0.2,<,0.0619,CRITICAL,Engagement stickiness is weak.
2026-05-28 12:31:54,STORE-0078,2024-11-30,Los Angeles,Electronics,DAU/MAU,0.1384,0.2,<,0.0616,CRITICAL,Engagement stickiness is weak.
2026-05-28 12:31:54,STORE-0059,2025-04-30,Sacramento,Clothing,DAU/MAU,0.1386,0.2,<,0.0614,CRITICAL,Engagement stickiness is weak.
2026-05-28 12:31:54,STORE-1172,2026-01-31,Sacramento,Electronics,DAU/MAU,0.1386,0.2,<,0.0614,CRITICAL,Engagement stickiness is weak.
2026-05-28 12:31:54,STORE-0943,2024-12-31,Los Angeles,Electronics,DAU/MAU,0.1388,0.2,<,0.0612,CRITICAL,Engagement stickiness is weak.
2026-05-28 12:31:54,STORE-0798,2024-11-30,San Francisco,Electronics,DAU/MAU,0.1396,0.2,<,0.0604,CRITICAL,Engagement stickiness is weak.
2026-05-28 12:31:54,STORE-0269,2024-10-31,Palo Alto,Clothing,DAU/MAU,0.14,0.2,<,0.06,CRITICAL,Engagement stickiness is weak.
2026-05-28 12:31:54,STORE-1538,2024-07-31,Palo Alto,Electronics,DAU/MAU,0.14,0.2,<,0.06,CRITICAL,Engagement stickiness is weak.
2026-05-28 12:31:54,STORE-0526,2026-03-31,Los Angeles,Clothing,DAU/MAU,0.1402,0.2,<,0.0598,CRITICAL,Engagement stickiness is weak.
2026-05-28 12:31:54,STORE-0540,2025-05-31,Palo Alto,Grocery,DAU/MAU,0.1402,0.2,<,0.0598,CRITICAL,Engagement stickiness is weak.
2026-05-28 12:31:54,STORE-1088,2025-01-31,Sacramento,Clothing,DAU/MAU,0.1403,0.2,<,0.0597,CRITICAL,Engagement stickiness is weak.
2026-05-28 12:31:54,STORE-0146,2024-07-31,Sacramento,Electronics,DAU/MAU,0.141,0.2,<,0.059,CRITICAL,Engagement stickiness is weak.
2026-05-28 12:31:54,STORE-1620,2025-05-31,Los Angeles,Clothing,DAU/MAU,0.1413,0.2,<,0.0587,CRITICAL,Engagement stickiness is weak.
2026-05-28 12:31:54,STORE-0074,2024-07-31,Los Angeles,Grocery,DAU/MAU,0.1414,0.2,<,0.0586,CRITICAL,Engagement stickiness is weak.
2026-05-28 12:31:54,STORE-0371,2025-04-30,Sacramento,Grocery,DAU/MAU,0.1415,0.2,<,0.0585,CRITICAL,Engagement stickiness is weak.
2026-05-28 12:31:54,STORE-1053,2026-02-28,San Francisco,Grocery,DAU/MAU,0.1415,0.2,<,0.0585,CRITICAL,Engagement stickiness is weak.
2026-05-28 12:31:54,STORE-1112,2025-01-31,Los Angeles,Grocery,DAU/MAU,0.142,0.2,<,0.058,CRITICAL,Engagement stickiness is weak.
2026-05-28 12:31:54,STORE-0627,2024-08-31,San Francisco,Clothing,DAU/MAU,0.1421,0.2,<,0.0579,CRITICAL,Engagement stickiness is weak.
2026-05-28 12:31:54,STORE-1267,2025-12-31,Palo Alto,Grocery,DAU/MAU,0.1423,0.2,<,0.0577,CRITICAL,Engagement stickiness is weak.
2026-05-28 12:31:54,STORE-0486,2024-11-30,San Francisco,Electronics,DAU/MAU,0.1426,0.2,<,0.0574,CRITICAL,Engagement stickiness is weak.
2026-05-28 12:31:54,STORE-0946,2025-03-31,Palo Alto,Clothing,DAU/MAU,0.143,0.2,<,0.057,CRITICAL,Engagement stickiness is weak.
2026-05-28 12:31:54,STORE-0724,2024-09-30,Palo Alto,Clothing,DAU/MAU,0.1437,0.2,<,0.0563,CRITICAL,Engagement stickiness is weak.
2026-05-28 12:31:54,STORE-0453,2026-02-28,Palo Alto,Clothing,DAU/MAU,0.1441,0.2,<,0.0559,CRITICAL,Engagement stickiness is weak.
2026-05-28 12:31:54,STORE-1205,2024-10-31,Los Angeles,Clothing,DAU/MAU,0.1444,0.2,<,0.0556,CRITICAL,Engagement stickiness is weak.
2026-05-28 12:31:54,STORE-1404,2025-05-31,Los Angeles,Electronics,DAU/MAU,0.1445,0.2,<,0.0555,CRITICAL,Engagement stickiness is weak.
2026-05-28 12:31:54,STORE-1470,2024-11-30,San Francisco,Electronics,DAU/MAU,0.1447,0.2,<,0.0553,CRITICAL,Engagement stickiness is weak.
2026-05-28 12:31:54,STORE-0654,2024-11-30,Sacramento,Clothing,DAU/MAU,0.1448,0.2,<,0.0552,CRITICAL,Engagement stickiness is weak.
2026-05-28 12:31:54,STORE-1067,2025-04-30,Palo Alto,Electronics,DAU/MAU,0.1449,0.2,<,0.0551,CRITICAL,Engagement stickiness is weak.
2026-05-28 12:31:54,STORE-1640,2025-01-31,San Francisco,Grocery,DAU/MAU,0.1452,0.2,<,0.0548,CRITICAL,Engagement stickiness is weak.
2026-05-28 12:31:54,STORE-0536,2025-01-31,San Francisco,Electronics,DAU/MAU,0.1458,0.2,<,0.0542,CRITICAL,Engagement stickiness is weak.
2026-05-28 12:31:54,STORE-0642,2025-11-30,Los Angeles,Electronics,DAU/MAU,0.1459,0.2,<,0.0541,CRITICAL,Engagement stickiness is weak.
2026-05-28 12:31:54,STORE-0046,2026-03-31,San Francisco,Clothing,DAU/MAU,0.146,0.2,<,0.054,CRITICAL,Engagement stickiness is weak.
2026-05-28 12:31:54,STORE-0994,2025-03-31,Sacramento,Electronics,DAU/MAU,0.1463,0.2,<,0.0537,CRITICAL,Engagement stickiness is weak.
2026-05-28 12:31:54,STORE-0137,2025-10-31,San Francisco,Grocery,DAU/MAU,0.1465,0.2,<,0.0535,CRITICAL,Engagement stickiness is weak.
2026-05-28 12:31:54,STORE-1368,2026-05-31,San Francisco,Grocery,DAU/MAU,0.1467,0.2,<,0.0533,CRITICAL,Engagement stickiness is weak.
2026-05-28 12:31:54,STORE-0619,2025-12-31,Palo Alto,Grocery,DAU/MAU,0.147,0.2,<,0.053,CRITICAL,Engagement stickiness is weak.
2026-05-28 12:31:54,STORE-1070,2025-07-31,Sacramento,Grocery,DAU/MAU,0.1471,0.2,<,0.0529,CRITICAL,Engagement stickiness is weak.
2026-05-28 12:31:54,STORE-1357,2025-06-30,Palo Alto,Electronics,DAU/MAU,0.1475,0.2,<,0.0525,CRITICAL,Engagement stickiness is weak.
2026-05-28 12:31:54,STORE-0947,2025-04-30,Palo Alto,Grocery,DAU/MAU,0.1477,0.2,<,0.0523,CRITICAL,Engagement stickiness is weak.
2026-05-28 12:31:54,STORE-1269,2026-02-28,San Francisco,Grocery,DAU/MAU,0.1477,0.2,<,0.0523,CRITICAL,Engagement stickiness is weak.
2026-05-28 12:31:54,STORE-1618,2025-03-31,Palo Alto,Clothing,DAU/MAU,0.1479,0.2,<,0.0521,CRITICAL,Engagement stickiness is weak.
2026-05-28 12:31:54,STORE-0211,2025-12-31,Palo Alto,Clothing,DAU/MAU,0.1481,0.2,<,0.0519,CRITICAL,Engagement stickiness is weak.
2026-05-28 12:31:54,STORE-0879,2025-08-31,San Francisco,Grocery,DAU/MAU,0.1482,0.2,<,0.0518,CRITICAL,Engagement stickiness is weak.
2026-05-28 12:31:54,STORE-1393,2024-06-30,Los Angeles,Grocery,DAU/MAU,0.1484,0.2,<,0.0516,CRITICAL,Engagement stickiness is weak.
2026-05-28 12:31:54,STORE-1224,2026-05-31,Los Angeles,Electronics,DAU/MAU,0.1488,0.2,<,0.0512,CRITICAL,Engagement stickiness is weak.
2026-05-28 12:31:54,STORE-1605,2026-02-28,Sacramento,Grocery,DAU/MAU,0.149,0.2,<,0.051,CRITICAL,Engagement stickiness is weak.
2026-05-28 12:31:54,STORE-1065,2025-02-28,San Francisco,Grocery,DAU/MAU,0.1491,0.2,<,0.0509,CRITICAL,Engagement stickiness is weak.
2026-05-28 12:31:54,STORE-0682,2025-03-31,Palo Alto,Electronics,DAU/MAU,0.1494,0.2,<,0.0506,CRITICAL,Engagement stickiness is weak.
2026-05-28 12:31:54,STORE-1488,2026-05-31,Sacramento,Grocery,DAU/MAU,0.1495,0.2,<,0.0505,CRITICAL,Engagement stickiness is weak.
2026-05-28 12:31:54,STORE-0309,2026-02-28,Sacramento,Grocery,DAU/MAU,0.1498,0.2,<,0.0502,CRITICAL,Engagement stickiness is weak.
2026-05-28 12:31:54,STORE-1136,2025-01-31,San Francisco,Grocery,DAU/MAU,0.1499,0.2,<,0.0501,CRITICAL,Engagement stickiness is weak.
2026-05-28 12:31:54,STORE-0362,2024-07-31,Palo Alto,Electronics,DAU/MAU,0.15,0.2,<,0.05,CRITICAL,Engagement stickiness is weak.
2026-05-28 12:31:54,STORE-0149,2024-10-31,Palo Alto,Grocery,DAU/MAU,0.1502,0.2,<,0.0498,CRITICAL,Engagement stickiness is weak.
2026-05-28 12:31:54,STORE-0328,2025-09-30,Sacramento,Electronics,DAU/MAU,0.1503,0.2,<,0.0497,CRITICAL,Engagement stickiness is weak.
2026-05-28 12:31:54,STORE-1268,2026-01-31,Sacramento,Electronics,DAU/MAU,0.1506,0.2,<,0.0494,CRITICAL,Engagement stickiness is weak.
2026-05-28 12:31:54,STORE-1501,2025-06-30,Sacramento,Grocery,DAU/MAU,0.1506,0.2,<,0.0494,CRITICAL,Engagement stickiness is weak.
2026-05-28 12:31:54,STORE-1586,2024-07-31,Sacramento,Clothing,DAU/MAU,0.1507,0.2,<,0.0493,CRITICAL,Engagement stickiness is weak.
2026-05-28 12:31:54,STORE-0305,2025-10-31,Sacramento,Grocery,DAU/MAU,0.1514,0.2,<,0.0486,CRITICAL,Engagement stickiness is weak.
2026-05-28 12:31:54,STORE-1429,2025-06-30,San Francisco,Clothing,DAU/MAU,0.1514,0.2,<,0.0486,CRITICAL,Engagement stickiness is weak.
2026-05-28 12:31:54,STORE-1094,2025-07-31,Sacramento,Clothing,DAU/MAU,0.1515,0.2,<,0.0485,CRITICAL,Engagement stickiness is weak.
2026-05-28 12:31:54,STORE-0290,2024-07-31,San Francisco,Clothing,DAU/MAU,0.1516,0.2,<,0.0484,CRITICAL,Engagement stickiness is weak.
2026-05-28 12:31:54,STORE-0979,2025-12-31,Los Angeles,Grocery,DAU/MAU,0.1517,0.2,<,0.0483,CRITICAL,Engagement stickiness is weak.
2026-05-28 12:31:54,STORE-0491,2025-04-30,Palo Alto,Grocery,DAU/MAU,0.1518,0.2,<,0.0482,CRITICAL,Engagement stickiness is weak.
2026-05-28 12:31:54,STORE-0418,2025-03-31,Palo Alto,Clothing,DAU/MAU,0.1521,0.2,<,0.0479,CRITICAL,Engagement stickiness is weak.
2026-05-28 12:31:54,STORE-0548,2026-01-31,Sacramento,Electronics,DAU/MAU,0.1522,0.2,<,0.0478,CRITICAL,Engagement stickiness is weak.
2026-05-28 12:31:54,STORE-1389,2026-02-28,Los Angeles,Electronics,DAU/MAU,0.1522,0.2,<,0.0478,CRITICAL,Engagement stickiness is weak.
2026-05-28 12:31:54,STORE-0578,2024-07-31,Sacramento,Electronics,DAU/MAU,0.1526,0.2,<,0.0474,CRITICAL,Engagement stickiness is weak.
2026-05-28 12:31:54,STORE-1001,2025-10-31,Palo Alto,Clothing,DAU/MAU,0.1527,0.2,<,0.0473,CRITICAL,Engagement stickiness is weak.
2026-05-28 12:31:54,STORE-0368,2025-01-31,Sacramento,Electronics,DAU/MAU,0.1528,0.2,<,0.0472,CRITICAL,Engagement stickiness is weak.
2026-05-28 12:31:54,STORE-0390,2024-11-30,San Francisco,Electronics,DAU/MAU,0.1531,0.2,<,0.0469,CRITICAL,Engagement stickiness is weak.
2026-05-28 12:31:54,STORE-1397,2024-10-31,Palo Alto,Electronics,DAU/MAU,0.1536,0.2,<,0.0464,CRITICAL,Engagement stickiness is weak.
2026-05-28 12:31:54,STORE-1138,2025-03-31,San Francisco,Clothing,DAU/MAU,0.1538,0.2,<,0.0462,CRITICAL,Engagement stickiness is weak.
2026-05-28 12:31:54,STORE-0632,2025-01-31,Sacramento,Grocery,DAU/MAU,0.154,0.2,<,0.046,CRITICAL,Engagement stickiness is weak.
2026-05-28 12:31:54,STORE-1601,2025-10-31,Los Angeles,Electronics,DAU/MAU,0.1543,0.2,<,0.0457,CRITICAL,Engagement stickiness is weak.
2026-05-28 12:31:54,STORE-0144,2026-05-31,Sacramento,Clothing,DAU/MAU,0.1544,0.2,<,0.0456,CRITICAL,Engagement stickiness is weak.
2026-05-28 12:31:54,STORE-0378,2025-11-30,Los Angeles,Electronics,DAU/MAU,0.1545,0.2,<,0.0455,CRITICAL,Engagement stickiness is weak.
2026-05-28 12:31:54,STORE-0082,2025-03-31,San Francisco,Clothing,DAU/MAU,0.1548,0.2,<,0.0452,CRITICAL,Engagement stickiness is weak.
2026-05-28 12:31:54,STORE-0382,2026-03-31,Palo Alto,Clothing,DAU/MAU,0.1551,0.2,<,0.0449,CRITICAL,Engagement stickiness is weak.
2026-05-28 12:31:54,STORE-0448,2025-09-30,Los Angeles,Grocery,DAU/MAU,0.1551,0.2,<,0.0449,CRITICAL,Engagement stickiness is weak.
2026-05-28 12:31:54,STORE-0951,2025-08-31,Sacramento,Clothing,DAU/MAU,0.1551,0.2,<,0.0449,CRITICAL,Engagement stickiness is weak.
2026-05-28 12:31:54,STORE-1508,2026-01-31,Los Angeles,Electronics,DAU/MAU,0.1552,0.2,<,0.0448,CRITICAL,Engagement stickiness is weak.
2026-05-28 12:31:54,STORE-0132,2025-05-31,Sacramento,Electronics,DAU/MAU,0.1559,0.2,<,0.0441,CRITICAL,Engagement stickiness is weak.
2026-05-28 12:31:54,STORE-0234,2025-11-30,Sacramento,Grocery,DAU/MAU,0.1559,0.2,<,0.0441,CRITICAL,Engagement stickiness is weak.
2026-05-28 12:31:54,STORE-0255,2025-08-31,Palo Alto,Clothing,DAU/MAU,0.1559,0.2,<,0.0441,CRITICAL,Engagement stickiness is weak.
2026-05-28 12:31:54,STORE-0344,2025-01-31,Palo Alto,Clothing,Cycle Time,36.0,30.0,>,6.0,CRITICAL,Delivery cycle is slower than target.
2026-05-28 12:31:54,STORE-0635,2025-04-30,Palo Alto,Electronics,Cycle Time,31.5,30.0,>,1.5,CRITICAL,Delivery cycle is slower than target.
2026-05-28 12:31:54,STORE-1346,2024-07-31,Palo Alto,Grocery,Cycle Time,31.5,30.0,>,1.5,CRITICAL,Delivery cycle is slower than target.
2026-05-28 12:31:54,STORE-0102,2024-11-30,San Francisco,Grocery,Runway Months,9.35,12.0,<,2.65,HIGH,"Cash runway is shorter than target; raise margin, cut cost, or increase revenue coverage."
2026-05-28 12:31:54,STORE-0502,2026-03-31,Sacramento,Grocery,Runway Months,9.38,12.0,<,2.62,HIGH,"Cash runway is shorter than target; raise margin, cut cost, or increase revenue coverage."
2026-05-28 12:31:54,STORE-1090,2025-03-31,Sacramento,Grocery,Runway Months,9.48,12.0,<,2.52,HIGH,"Cash runway is shorter than target; raise margin, cut cost, or increase revenue coverage."
2026-05-28 12:31:54,STORE-0479,2026-04-30,Los Angeles,Electronics,Runway Months,9.62,12.0,<,2.38,HIGH,"Cash runway is shorter than target; raise margin, cut cost, or increase revenue coverage."
2026-05-28 12:31:54,STORE-0007,2024-12-31,San Francisco,Electronics,Runway Months,10.0,12.0,<,2.0,HIGH,"Cash runway is shorter than target; raise margin, cut cost, or increase revenue coverage."
2026-05-28 12:31:54,STORE-0115,2025-12-31,Palo Alto,Grocery,Runway Months,10.03,12.0,<,1.97,HIGH,"Cash runway is shorter than target; raise margin, cut cost, or increase revenue coverage."
2026-05-28 12:31:54,STORE-1271,2026-04-30,San Francisco,Grocery,Runway Months,10.03,12.0,<,1.97,HIGH,"Cash runway is shorter than target; raise margin, cut cost, or increase revenue coverage."
2026-05-28 12:31:54,STORE-0726,2024-11-30,Sacramento,Grocery,Runway Months,10.19,12.0,<,1.81,HIGH,"Cash runway is shorter than target; raise margin, cut cost, or increase revenue coverage."
2026-05-28 12:31:54,STORE-1585,2024-06-30,Los Angeles,Grocery,Runway Months,10.25,12.0,<,1.75,HIGH,"Cash runway is shorter than target; raise margin, cut cost, or increase revenue coverage."
2026-05-28 12:31:54,STORE-1339,2025-12-31,Palo Alto,Grocery,Runway Months,10.26,12.0,<,1.74,HIGH,"Cash runway is shorter than target; raise margin, cut cost, or increase revenue coverage."
2026-05-28 12:31:54,STORE-0277,2025-06-30,Los Angeles,Grocery,Runway Months,10.28,12.0,<,1.72,HIGH,"Cash runway is shorter than target; raise margin, cut cost, or increase revenue coverage."
2026-05-28 12:31:54,STORE-1235,2025-04-30,San Francisco,Grocery,Runway Months,10.28,12.0,<,1.72,HIGH,"Cash runway is shorter than target; raise margin, cut cost, or increase revenue coverage."
2026-05-28 12:31:54,STORE-0313,2024-06-30,Sacramento,Grocery,Runway Months,10.3,12.0,<,1.7,HIGH,"Cash runway is shorter than target; raise margin, cut cost, or increase revenue coverage."
2026-05-28 12:31:54,STORE-1495,2024-12-31,Los Angeles,Grocery,Runway Months,10.31,12.0,<,1.69,HIGH,"Cash runway is shorter than target; raise margin, cut cost, or increase revenue coverage."
2026-05-28 12:31:54,STORE-0844,2024-09-30,Palo Alto,Clothing,Runway Months,10.35,12.0,<,1.65,HIGH,"Cash runway is shorter than target; raise margin, cut cost, or increase revenue coverage."
2026-05-28 12:31:54,STORE-1349,2024-10-31,San Francisco,Electronics,Runway Months,10.43,12.0,<,1.57,HIGH,"Cash runway is shorter than target; raise margin, cut cost, or increase revenue coverage."
2026-05-28 12:31:54,STORE-1613,2024-10-31,Sacramento,Grocery,Runway Months,10.44,12.0,<,1.56,HIGH,"Cash runway is shorter than target; raise margin, cut cost, or increase revenue coverage."
2026-05-28 12:31:54,STORE-1061,2024-10-31,Palo Alto,Electronics,Runway Months,10.49,12.0,<,1.51,HIGH,"Cash runway is shorter than target; raise margin, cut cost, or increase revenue coverage."
2026-05-28 12:31:54,STORE-0452,2026-01-31,San Francisco,Grocery,Runway Months,10.53,12.0,<,1.47,HIGH,"Cash runway is shorter than target; raise margin, cut cost, or increase revenue coverage."
2026-05-28 12:31:54,STORE-1230,2024-11-30,Palo Alto,Grocery,Runway Months,10.53,12.0,<,1.47,HIGH,"Cash runway is shorter than target; raise margin, cut cost, or increase revenue coverage."
2026-05-28 12:31:54,STORE-0520,2025-09-30,Sacramento,Grocery,Runway Months,10.6,12.0,<,1.4,HIGH,"Cash runway is shorter than target; raise margin, cut cost, or increase revenue coverage."
2026-05-28 12:31:54,STORE-1503,2025-08-31,Los Angeles,Electronics,Runway Months,10.7,12.0,<,1.3,HIGH,"Cash runway is shorter than target; raise margin, cut cost, or increase revenue coverage."
2026-05-28 12:31:54,STORE-0024,2026-05-31,Palo Alto,Grocery,Runway Months,10.75,12.0,<,1.25,HIGH,"Cash runway is shorter than target; raise margin, cut cost, or increase revenue coverage."
2026-05-28 12:31:54,STORE-0701,2024-10-31,Los Angeles,Grocery,Runway Months,10.75,12.0,<,1.25,HIGH,"Cash runway is shorter than target; raise margin, cut cost, or increase revenue coverage."
2026-05-28 12:31:54,STORE-1578,2025-11-30,Palo Alto,Electronics,Runway Months,10.77,12.0,<,1.23,HIGH,"Cash runway is shorter than target; raise margin, cut cost, or increase revenue coverage."
2026-05-28 12:31:54,STORE-0195,2024-08-31,Palo Alto,Grocery,Runway Months,10.79,12.0,<,1.21,HIGH,"Cash runway is shorter than target; raise margin, cut cost, or increase revenue coverage."
2026-05-28 12:31:54,STORE-0438,2024-11-30,Palo Alto,Grocery,Runway Months,10.8,12.0,<,1.2,HIGH,"Cash runway is shorter than target; raise margin, cut cost, or increase revenue coverage."
2026-05-28 12:31:54,STORE-0836,2026-01-31,Los Angeles,Grocery,Runway Months,10.8,12.0,<,1.2,HIGH,"Cash runway is shorter than target; raise margin, cut cost, or increase revenue coverage."
2026-05-28 12:31:54,STORE-1503,2025-08-31,Los Angeles,Electronics,Burn Rate,87.95,60.0,>,27.95,HIGH,Average monthly burn is above tolerance; review cost structure and working capital.
2026-05-28 12:31:54,STORE-0791,2026-04-30,Palo Alto,Grocery,Burn Rate,87.69,60.0,>,27.69,HIGH,Average monthly burn is above tolerance; review cost structure and working capital.
2026-05-28 12:31:54,STORE-0903,2025-08-31,Los Angeles,Grocery,Burn Rate,87.57,60.0,>,27.57,HIGH,Average monthly burn is above tolerance; review cost structure and working capital.
2026-05-28 12:31:54,STORE-1153,2024-06-30,San Francisco,Grocery,Burn Rate,87.53,60.0,>,27.53,HIGH,Average monthly burn is above tolerance; review cost structure and working capital.
2026-05-28 12:31:54,STORE-1379,2025-04-30,Sacramento,Grocery,Burn Rate,87.32,60.0,>,27.32,HIGH,Average monthly burn is above tolerance; review cost structure and working capital.
2026-05-28 12:31:54,STORE-0047,2026-04-30,Palo Alto,Clothing,Burn Rate,87.31,60.0,>,27.31,HIGH,Average monthly burn is above tolerance; review cost structure and working capital.
2026-05-28 12:31:54,STORE-0111,2025-08-31,San Francisco,Grocery,Burn Rate,87.31,60.0,>,27.31,HIGH,Average monthly burn is above tolerance; review cost structure and working capital.
2026-05-28 12:31:54,STORE-1200,2026-05-31,San Francisco,Electronics,Burn Rate,87.3,60.0,>,27.3,HIGH,Average monthly burn is above tolerance; review cost structure and working capital.
2026-05-28 12:31:54,STORE-0401,2025-10-31,San Francisco,Clothing,Burn Rate,87.29,60.0,>,27.29,HIGH,Average monthly burn is above tolerance; review cost structure and working capital.
2026-05-28 12:31:54,STORE-0410,2024-07-31,Sacramento,Grocery,Burn Rate,87.11,60.0,>,27.11,HIGH,Average monthly burn is above tolerance; review cost structure and working capital.
2026-05-28 12:31:54,STORE-0630,2024-11-30,San Francisco,Grocery,Burn Rate,86.95,60.0,>,26.95,HIGH,Average monthly burn is above tolerance; review cost structure and working capital.
2026-05-28 12:31:54,STORE-0331,2025-12-31,Palo Alto,Grocery,Burn Rate,86.8,60.0,>,26.8,HIGH,Average monthly burn is above tolerance; review cost structure and working capital.
2026-05-28 12:31:54,STORE-1137,2025-02-28,Los Angeles,Grocery,Burn Rate,85.93,60.0,>,25.93,HIGH,Average monthly burn is above tolerance; review cost structure and working capital.
2026-05-28 12:31:54,STORE-1084,2024-09-30,Los Angeles,Grocery,Burn Rate,85.86,60.0,>,25.86,HIGH,Average monthly burn is above tolerance; review cost structure and working capital.
2026-05-28 12:31:54,STORE-0759,2025-08-31,San Francisco,Grocery,Burn Rate,85.77,60.0,>,25.77,HIGH,Average monthly burn is above tolerance; review cost structure and working capital.
2026-05-28 12:31:54,STORE-0311,2026-04-30,Sacramento,Grocery,Burn Rate,85.57,60.0,>,25.57,HIGH,Average monthly burn is above tolerance; review cost structure and working capital.
2026-05-28 12:31:54,STORE-1419,2024-08-31,San Francisco,Grocery,Burn Rate,85.56,60.0,>,25.56,HIGH,Average monthly burn is above tolerance; review cost structure and working capital.
2026-05-28 12:31:54,STORE-0611,2025-04-30,San Francisco,Grocery,Burn Rate,85.44,60.0,>,25.44,HIGH,Average monthly burn is above tolerance; review cost structure and working capital.
2026-05-28 12:31:54,STORE-1536,2026-05-31,Palo Alto,Grocery,Burn Rate,85.23,60.0,>,25.23,HIGH,Average monthly burn is above tolerance; review cost structure and working capital.
2026-05-28 12:31:54,STORE-1162,2025-03-31,San Francisco,Grocery,Burn Rate,85.04,60.0,>,25.04,HIGH,Average monthly burn is above tolerance; review cost structure and working capital.
2026-05-28 12:31:54,STORE-0179,2025-04-30,San Francisco,Electronics,Burn Rate,85.03,60.0,>,25.03,HIGH,Average monthly burn is above tolerance; review cost structure and working capital.
2026-05-28 12:31:54,STORE-0027,2024-08-31,Sacramento,Grocery,Burn Rate,84.85,60.0,>,24.85,HIGH,Average monthly burn is above tolerance; review cost structure and working capital.
2026-05-28 12:31:54,STORE-1584,2026-05-31,San Francisco,Grocery,Burn Rate,84.76,60.0,>,24.76,HIGH,Average monthly burn is above tolerance; review cost structure and working capital.
2026-05-28 12:31:54,STORE-0012,2025-05-31,Palo Alto,Grocery,Burn Rate,84.71,60.0,>,24.71,HIGH,Average monthly burn is above tolerance; review cost structure and working capital.
2026-05-28 12:31:54,STORE-0058,2025-03-31,Los Angeles,Grocery,Burn Rate,84.62,60.0,>,24.62,HIGH,Average monthly burn is above tolerance; review cost structure and working capital.
2026-05-28 12:31:54,STORE-1413,2026-02-28,Los Angeles,Clothing,Burn Rate,84.53,60.0,>,24.53,HIGH,Average monthly burn is above tolerance; review cost structure and working capital.
2026-05-28 12:31:54,STORE-0939,2024-08-31,San Francisco,Grocery,Burn Rate,84.4,60.0,>,24.4,HIGH,Average monthly burn is above tolerance; review cost structure and working capital.
2026-05-28 12:31:54,STORE-0702,2024-11-30,Palo Alto,Electronics,Burn Rate,84.37,60.0,>,24.37,HIGH,Average monthly burn is above tolerance; review cost structure and working capital.
2026-05-28 12:31:54,STORE-0416,2025-01-31,Palo Alto,Electronics,Burn Rate,84.21,60.0,>,24.21,HIGH,Average monthly burn is above tolerance; review cost structure and working capital.
2026-05-28 12:31:54,STORE-1056,2026-05-31,Los Angeles,Electronics,Burn Rate,84.21,60.0,>,24.21,HIGH,Average monthly burn is above tolerance; review cost structure and working capital.
2026-05-28 12:31:54,STORE-0723,2024-08-31,San Francisco,Grocery,Burn Rate,84.05,60.0,>,24.05,HIGH,Average monthly burn is above tolerance; review cost structure and working capital.
2026-05-28 12:31:54,STORE-0556,2024-09-30,Palo Alto,Electronics,Burn Rate,83.76,60.0,>,23.76,HIGH,Average monthly burn is above tolerance; review cost structure and working capital.
2026-05-28 12:31:54,STORE-0896,2025-01-31,San Francisco,Grocery,Burn Rate,83.61,60.0,>,23.61,HIGH,Average monthly burn is above tolerance; review cost structure and working capital.
